sample,layer,channel,original_acc,pot_acc,original_output,pot_output,absolute_error
81,0,14,-736,-736,-17,-17,0
81,0,15,150,150,2,2,0
81,1,0,-231,-231,-7,-7,0
81,1,1,1496,1496,101,101,0
81,1,2,259,259,23,23,0
81,1,3,-94,-94,1,1,0
82,0,0,-944,-944,-17,-17,0
82,0,1,-1868,-1868,-17,-17,0
82,0,2,313,313,22,22,0
82,0,3,-1526,-1526,-17,-17,0
82,0,4,340,340,26,26,0
82,0,5,-674,-674,-17,-17,0
82,0,6,3352,3352,127,127,0
82,0,7,178,178,5,5,0
82,0,8,-401,-401,-17,-17,0
82,0,9,-365,-365,-17,-17,0
82,0,10,121,121,-2,-2,0
82,0,11,-113,-113,-17,-17,0
82,0,12,-1157,-1157,-17,-17,0
82,0,13,1054,1054,115,115,0
82,0,14,1630,1630,127,127,0
82,0,15,-659,-659,-17,-17,0
82,1,0,-446,-446,-21,-21,0
82,1,1,275,275,24,24,0
82,1,2,-720,-720,-38,-38,0
82,1,3,157,157,17,17,0
83,0,0,-1535,-1535,-17,-17,0
83,0,1,1825,1825,127,127,0
83,0,2,2920,2920,127,127,0
83,0,3,2080,2080,127,127,0
83,0,4,460,460,41,41,0
83,0,5,-2630,-2630,-17,-17,0
83,0,6,-4415,-4415,-17,-17,0
83,0,7,-1610,-1610,-17,-17,0
83,0,8,85,85,-6,-6,0
83,0,9,3340,3340,127,127,0
83,0,10,2890,2890,127,127,0
83,0,11,1450,1450,127,127,0
83,0,12,-845,-845,-17,-17,0
83,0,13,-1550,-1550,-17,-17,0
83,0,14,-2525,-2525,-17,-17,0
83,0,15,-1250,-1250,-17,-17,0
83,1,0,979,979,68,68,0
83,1,1,-804,-804,-43,-43,0
83,1,2,-572,-572,-29,-29,0
83,1,3,-483,-483,-23,-23,0
84,0,0,-215,-215,-17,-17,0
84,0,1,-258,-258,-17,-17,0
84,0,2,254,254,15,15,0
84,0,3,2161,2161,127,127,0
84,0,4,453,453,40,40,0
84,0,5,-1375,-1375,-17,-17,0
84,0,6,-308,-308,-17,-17,0
84,0,7,144,144,1,1,0
84,0,8,-1504,-1504,-17,-17,0
84,0,9,-662,-662,-17,-17,0
84,0,10,840,840,88,88,0
84,0,11,617,617,60,60,0
84,0,12,-371,-371,-17,-17,0
84,0,13,-864,-864,-17,-17,0
84,0,14,1028,1028,112,112,0
84,0,15,70,70,-8,-8,0
84,1,0,334,334,28,28,0
84,1,1,-725,-725,-38,-38,0
84,1,2,88,88,13,13,0
84,1,3,30,30,9,9,0
85,0,0,-704,-704,-17,-17,0
85,0,1,1145,1145,126,126,0
85,0,2,-771,-771,-17,-17,0
85,0,3,-797,-797,-17,-17,0
85,0,4,467,467,42,42,0
85,0,5,-144,-144,-17,-17,0
85,0,6,-875,-875,-17,-17,0
85,0,7,914,914,97,97,0
85,0,8,-267,-267,-17,-17,0
85,0,9,-128,-128,-17,-17,0
85,0,10,-2089,-2089,-17,-17,0
85,0,11,705,705,71,71,0
85,0,12,184,184,6,6,0
85,0,13,1073,1073,117,117,0
85,0,14,1227,1227,127,127,0
85,0,15,-419,-419,-17,-17,0
85,1,0,-304,-304,-12,-12,0
85,1,1,111,111,14,14,0
85,1,2,-1216,-1216,-69,-69,0
85,1,3,-1399,-1399,-80,-80,0
86,0,0,112,112,-3,-3,0
86,0,1,383,383,31,31,0
86,0,2,1689,1689,127,127,0
86,0,3,2095,2095,127,127,0
86,0,4,176,176,5,5,0
86,0,5,-2208,-2208,-17,-17,0
86,0,6,-1682,-1682,-17,-17,0
86,0,7,-166,-166,-17,-17,0
86,0,8,-735,-735,-17,-17,0
86,0,9,586,586,56,56,0
86,0,10,2432,2432,127,127,0
86,0,11,483,483,44,44,0
86,0,12,-1091,-1091,-17,-17,0
86,0,13,-2020,-2020,-17,-17,0
86,0,14,-114,-114,-17,-17,0
86,0,15,397,397,33,33,0
86,1,0,1226,1226,84,84,0
86,1,1,91,91,13,13,0
86,1,2,646,646,47,47,0
86,1,3,122,122,15,15,0
87,0,0,-1291,-1291,-17,-17,0
87,0,1,536,536,50,50,0
87,0,2,308,308,22,22,0
87,0,3,-2410,-2410,-17,-17,0
87,0,4,437,437,38,38,0
87,0,5,149,149,2,2,0
87,0,6,1226,1226,127,127,0
87,0,7,23,23,-14,-14,0
87,0,8,-580,-580,-17,-17,0
87,0,9,-133,-133,-17,-17,0
87,0,10,-1186,-1186,-17,-17,0
87,0,11,-694,-694,-17,-17,0
87,0,12,1283,1283,127,127,0
87,0,13,515,515,48,48,0
87,0,14,1757,1757,127,127,0
87,0,15,-1006,-1006,-17,-17,0
87,1,0,65,65,11,11,0
87,1,1,-120,-120,-1,-1,0
87,1,2,-1397,-1397,-80,-80,0
87,1,3,-802,-802,-43,-43,0
88,0,0,184,184,6,6,0
88,0,1,119,119,-2,-2,0
88,0,2,-1086,-1086,-17,-17,0
88,0,3,-1841,-1841,-17,-17,0
88,0,4,299,299,21,21,0
88,0,5,-321,-321,-17,-17,0
88,0,6,1039,1039,113,113,0
88,0,7,2099,2099,127,127,0
88,0,8,534,534,50,50,0
88,0,9,-1556,-1556,-17,-17,0
88,0,10,-196,-196,-17,-17,0
88,0,11,-1386,-1386,-17,-17,0
88,0,12,829,829,87,87,0
88,0,13,704,704,71,71,0
88,0,14,519,519,48,48,0
88,0,15,469,469,42,42,0
88,1,0,205,205,20,20,0
88,1,1,265,265,24,24,0
88,1,2,-247,-247,-8,-8,0
88,1,3,60,60,11,11,0
89,0,0,-165,-165,-17,-17,0
89,0,1,2680,2680,127,127,0
89,0,2,2345,2345,127,127,0
89,0,3,-135,-135,-17,-17,0
89,0,4,-2705,-2705,-17,-17,0
89,0,5,-3715,-3715,-17,-17,0
89,0,6,135,135,0,0,0
89,0,7,460,460,41,41,0
89,0,8,1460,1460,127,127,0
89,0,9,4050,4050,127,127,0
89,0,10,2095,2095,127,127,0
89,0,11,-2155,-2155,-17,-17,0
89,0,12,-2925,-2925,-17,-17,0
89,0,13,-2360,-2360,-17,-17,0
89,0,14,875,875,93,93,0
89,0,15,120,120,-2,-2,0
89,1,0,1341,1341,91,91,0
89,1,1,-416,-416,-19,-19,0
89,1,2,-301,-301,-12,-12,0
89,1,3,-1837,-1837,-108,-108,0
90,0,0,1588,1588,127,127,0
90,0,1,1184,1184,127,127,0
90,0,2,-1065,-1065,-17,-17,0
90,0,3,-749,-749,-17,-17,0
90,0,4,-763,-763,-17,-17,0
90,0,5,-297,-297,-17,-17,0
90,0,6,829,829,87,87,0
90,0,7,1520,1520,127,127,0
90,0,8,426,426,36,36,0
90,0,9,247,247,14,14,0
90,0,10,-1942,-1942,-17,-17,0
90,0,11,-1941,-1941,-17,-17,0
90,0,12,865,865,91,91,0
90,0,13,-154,-154,-17,-17,0
90,0,14,192,192,7,7,0
90,0,15,1873,1873,127,127,0
90,1,0,514,514,39,39,0
90,1,1,677,677,49,49,0
90,1,2,-343,-343,-14,-14,0
90,1,3,-700,-700,-37,-37,0
91,0,0,-1169,-1169,-17,-17,0
91,0,1,-365,-365,-17,-17,0
91,0,2,-2006,-2006,-17,-17,0
91,0,3,-782,-782,-17,-17,0
91,0,4,-1148,-1148,-17,-17,0
91,0,5,811,811,85,85,0
91,0,6,1690,1690,127,127,0
91,0,7,619,619,61,61,0
91,0,8,-1022,-1022,-17,-17,0
91,0,9,-413,-413,-17,-17,0
91,0,10,-59,-59,-17,-17,0
91,0,11,745,745,76,76,0
91,0,12,-566,-566,-17,-17,0
91,0,13,2353,2353,127,127,0
91,0,14,1252,1252,127,127,0
91,0,15,-884,-884,-17,-17,0
91,1,0,-1451,-1451,-84,-84,0
91,1,1,420,420,33,33,0
91,1,2,-907,-907,-50,-50,0
91,1,3,847,847,60,60,0
92,0,0,-1617,-1617,-17,-17,0
92,0,1,-315,-315,-17,-17,0
92,0,2,102,102,-4,-4,0
92,0,3,354,354,27,27,0
92,0,4,-1119,-1119,-17,-17,0
92,0,5,738,738,75,75,0
92,0,6,1350,1350,127,127,0
92,0,7,-498,-498,-17,-17,0
92,0,8,-1191,-1191,-17,-17,0
92,0,9,-969,-969,-17,-17,0
92,0,10,48,48,-11,-11,0
92,0,11,-705,-705,-17,-17,0
92,0,12,732,732,75,75,0
92,0,13,2304,2304,127,127,0
92,0,14,726,726,74,74,0
92,0,15,-1332,-1332,-17,-17,0
92,1,0,-1272,-1272,-73,-73,0
92,1,1,627,627,46,46,0
92,1,2,30,30,9,9,0
92,1,3,733,733,53,53,0
93,0,0,2017,2017,127,127,0
93,0,1,-1184,-1184,-17,-17,0
93,0,2,-740,-740,-17,-17,0
93,0,3,-1646,-1646,-17,-17,0
93,0,4,1123,1123,124,124,0
93,0,5,37,37,-12,-12,0
93,0,6,-239,-239,-17,-17,0
93,0,7,955,955,103,103,0
93,0,8,829,829,87,87,0
93,0,9,-467,-467,-17,-17,0
93,0,10,-2258,-2258,-17,-17,0
93,0,11,31,31,-13,-13,0
93,0,12,1030,1030,112,112,0
93,0,13,169,169,4,4,0
93,0,14,283,283,19,19,0
93,0,15,2302,2302,127,127,0
93,1,0,489,489,38,38,0
93,1,1,1086,1086,75,75,0
93,1,2,825,825,59,59,0
93,1,3,-736,-736,-39,-39,0
94,0,0,1713,1713,127,127,0
94,0,1,867,867,92,92,0
94,0,2,-324,-324,-17,-17,0
94,0,3,-2730,-2730,-17,-17,0
94,0,4,-1716,-1716,-17,-17,0
94,0,5,348,348,27,27,0
94,0,6,1677,1677,127,127,0
94,0,7,2901,2901,127,127,0
94,0,8,930,930,99,99,0
94,0,9,-21,-21,-17,-17,0
94,0,10,-1002,-1002,-17,-17,0
94,0,11,-2358,-2358,-17,-17,0
94,0,12,-1359,-1359,-17,-17,0
94,0,13,-990,-990,-17,-17,0
94,0,14,2004,2004,127,127,0
94,0,15,1998,1998,127,127,0
94,1,0,-397,-397,-18,-18,0
94,1,1,152,152,17,17,0
94,1,2,-235,-235,-8,-8,0
94,1,3,-258,-258,-9,-9,0
95,0,0,2981,2981,127,127,0
95,0,1,339,339,26,26,0
95,0,2,367,367,29,29,0
95,0,3,-1615,-1615,-17,-17,0
95,0,4,-2712,-2712,-17,-17,0
95,0,5,-89,-89,-17,-17,0
95,0,6,-241,-241,-17,-17,0
95,0,7,2427,2427,127,127,0
95,0,8,2080,2080,127,127,0
95,0,9,-1117,-1117,-17,-17,0
95,0,10,-129,-129,-17,-17,0
95,0,11,-2876,-2876,-17,-17,0
95,0,12,-1573,-1573,-17,-17,0
95,0,13,780,780,81,81,0
95,0,14,1318,1318,127,127,0
95,0,15,3266,3266,127,127,0
95,1,0,-361,-361,-16,-16,0
95,1,1,1054,1054,73,73,0
95,1,2,1195,1195,82,82,0
95,1,3,-536,-536,-27,-27,0
96,0,0,1444,1444,127,127,0
96,0,1,765,765,79,79,0
96,0,2,1751,1751,127,127,0
96,0,3,-128,-128,-17,-17,0
96,0,4,-1452,-1452,-17,-17,0
96,0,5,-2131,-2131,-17,-17,0
96,0,6,-3110,-3110,-17,-17,0
96,0,7,816,816,85,85,0
96,0,8,1307,1307,127,127,0
96,0,9,2908,2908,127,127,0
96,0,10,1209,1209,127,127,0
96,0,11,-685,-685,-17,-17,0
96,0,12,-884,-884,-17,-17,0
96,0,13,-843,-843,-17,-17,0
96,0,14,-1027,-1027,-17,-17,0
96,0,15,1729,1729,127,127,0
96,1,0,1459,1459,98,98,0
96,1,1,1290,1290,88,88,0
96,1,2,1121,1121,77,77,0
96,1,3,-920,-920,-51,-51,0
97,0,0,1105,1105,121,121,0
97,0,1,2173,2173,127,127,0
97,0,2,-1034,-1034,-17,-17,0
97,0,3,-1916,-1916,-17,-17,0
97,0,4,-1508,-1508,-17,-17,0
97,0,5,-845,-845,-17,-17,0
97,0,6,523,523,49,49,0
97,0,7,1441,1441,127,127,0
97,0,8,2179,2179,127,127,0
97,0,9,397,397,33,33,0
97,0,10,-1985,-1985,-17,-17,0
97,0,11,-3212,-3212,-17,-17,0
97,0,12,-494,-494,-17,-17,0
97,0,13,1039,1039,113,113,0
97,0,14,2077,2077,127,127,0
97,0,15,1390,1390,127,127,0
97,1,0,-737,-737,-39,-39,0
97,1,1,622,622,46,46,0
97,1,2,369,369,30,30,0
97,1,3,-898,-898,-49,-49,0
98,0,0,-1694,-1694,-17,-17,0
98,0,1,1053,1053,115,115,0
98,0,2,1235,1235,127,127,0
98,0,3,742,742,76,76,0
98,0,4,1104,1104,121,121,0
98,0,5,-1384,-1384,-17,-17,0
98,0,6,-1052,-1052,-17,-17,0
98,0,7,-2595,-2595,-17,-17,0
98,0,8,-508,-508,-17,-17,0
98,0,9,1699,1699,127,127,0
98,0,10,1941,1941,127,127,0
98,0,11,1733,1733,127,127,0
98,0,12,-230,-230,-17,-17,0
98,0,13,-933,-933,-17,-17,0
98,0,14,-1171,-1171,-17,-17,0
98,0,15,-1409,-1409,-17,-17,0
98,1,0,1336,1336,91,91,0
98,1,1,-459,-459,-22,-22,0
98,1,2,-1045,-1045,-58,-58,0
98,1,3,-968,-968,-54,-54,0
99,0,0,-110,-110,-17,-17,0
99,0,1,-1198,-1198,-17,-17,0
99,0,2,-891,-891,-17,-17,0
99,0,3,46,46,-11,-11,0
99,0,4,203,203,9,9,0
99,0,5,1995,1995,127,127,0
99,0,6,-323,-323,-17,-17,0
99,0,7,-661,-661,-17,-17,0
99,0,8,-819,-819,-17,-17,0
99,0,9,-1967,-1967,-17,-17,0
99,0,10,1175,1175,127,127,0
99,0,11,942,942,101,101,0
99,0,12,-176,-176,-17,-17,0
99,0,13,1736,1736,127,127,0
99,0,14,-12,-12,-17,-17,0
99,0,15,175,175,5,5,0
99,1,0,-913,-913,-50,-50,0
99,1,1,1706,1706,114,114,0
99,1,2,659,659,48,48,0
99,1,3,1068,1068,74,74,0
100,0,0,681,681,68,68,0
100,0,1,-573,-573,-17,-17,0
100,0,2,798,798,83,83,0
100,0,3,969,969,104,104,0
100,0,4,150,150,2,2,0
100,0,5,-2964,-2964,-17,-17,0
100,0,6,-468,-468,-17,-17,0
100,0,7,-432,-432,-17,-17,0
100,0,8,999,999,108,108,0
100,0,9,420,420,36,36,0
100,0,10,606,606,59,59,0
100,0,11,2022,2022,127,127,0
100,0,12,-1632,-1632,-17,-17,0
100,0,13,-1656,-1656,-17,-17,0
100,0,14,1020,1020,111,111,0
100,0,15,966,966,104,104,0
100,1,0,-25,-25,5,5,0
100,1,1,-781,-781,-42,-42,0
100,1,2,556,556,42,42,0
100,1,3,567,567,43,43,0
101,0,0,1641,1641,127,127,0
101,0,1,92,92,-5,-5,0
101,0,2,-1142,-1142,-17,-17,0
101,0,3,-2151,-2151,-17,-17,0
101,0,4,140,140,1,1,0
101,0,5,526,526,49,49,0
101,0,6,897,897,95,95,0
101,0,7,1628,1628,127,127,0
101,0,8,364,364,29,29,0
101,0,9,810,810,84,84,0
101,0,10,-1174,-1174,-17,-17,0
101,0,11,-953,-953,-17,-17,0
101,0,12,-1152,-1152,-17,-17,0
101,0,13,-946,-946,-17,-17,0
101,0,14,1360,1360,127,127,0
101,0,15,1926,1926,127,127,0
101,1,0,-80,-80,2,2,0
101,1,1,871,871,62,62,0
101,1,2,-310,-310,-12,-12,0
101,1,3,-633,-633,-33,-33,0
102,0,0,-503,-503,-17,-17,0
102,0,1,-412,-412,-17,-17,0
102,0,2,909,909,97,97,0
102,0,3,-245,-245,-17,-17,0
102,0,4,-709,-709,-17,-17,0
102,0,5,1092,1092,120,120,0
102,0,6,-47,-47,-17,-17,0
102,0,7,734,734,75,75,0
102,0,8,-2130,-2130,-17,-17,0
102,0,9,226,226,11,11,0
102,0,10,1622,1622,127,127,0
102,0,11,-1782,-1782,-17,-17,0
102,0,12,874,874,92,92,0
102,0,13,-175,-175,-17,-17,0
102,0,14,486,486,44,44,0
102,0,15,-218,-218,-17,-17,0
102,1,0,1234,1234,84,84,0
102,1,1,1728,1728,115,115,0
102,1,2,441,441,35,35,0
102,1,3,-846,-846,-46,-46,0
103,0,0,-4139,-4139,-17,-17,0
103,0,1,-1498,-1498,-17,-17,0
103,0,2,-87,-87,-17,-17,0
103,0,3,1699,1699,127,127,0
103,0,4,3035,3035,127,127,0
103,0,5,1116,1116,123,123,0
103,0,6,-188,-188,-17,-17,0
103,0,7,-3022,-3022,-17,-17,0
103,0,8,-3111,-3111,-17,-17,0
103,0,9,-530,-530,-17,-17,0
103,0,10,1781,1781,127,127,0
103,0,11,2472,2472,127,127,0
103,0,12,2293,2293,127,127,0
103,0,13,1769,1769,127,127,0
103,0,14,-1650,-1650,-17,-17,0
103,0,15,-3854,-3854,-17,-17,0
103,1,0,-797,-797,-43,-43,0
103,1,1,970,970,68,68,0
103,1,2,917,917,64,64,0
103,1,3,864,864,61,61,0
104,0,0,-1485,-1485,-17,-17,0
104,0,1,-675,-675,-17,-17,0
104,0,2,165,165,4,4,0
104,0,3,1110,1110,122,122,0
104,0,4,-135,-135,-17,-17,0
104,0,5,1320,1320,127,127,0
104,0,6,-840,-840,-17,-17,0
104,0,7,-1575,-1575,-17,-17,0
104,0,8,345,345,26,26,0
104,0,9,-1155,-1155,-17,-17,0
104,0,10,1725,1725,127,127,0
104,0,11,-15,-15,-17,-17,0
104,0,12,1650,1650,127,127,0
104,0,13,795,795,83,83,0
104,0,14,-1290,-1290,-17,-17,0
104,0,15,-1200,-1200,-17,-17,0
104,1,0,-653,-653,-34,-34,0
104,1,1,1132,1132,78,78,0
104,1,2,2111,2111,127,127,0
104,1,3,724,724,52,52,0
105,0,0,-534,-534,-17,-17,0
105,0,1,-116,-116,-17,-17,0
105,0,2,1127,1127,124,124,0
105,0,3,-195,-195,-17,-17,0
105,0,4,-1232,-1232,-17,-17,0
105,0,5,-979,-979,-17,-17,0
105,0,6,-1071,-1071,-17,-17,0
105,0,7,-413,-413,-17,-17,0
105,0,8,-130,-130,-17,-17,0
105,0,9,1113,1113,122,122,0
105,0,10,91,91,-5,-5,0
105,0,11,-466,-466,-17,-17,0
105,0,12,792,792,82,82,0
105,0,13,1120,1120,123,123,0
105,0,14,833,833,87,87,0
105,0,15,-249,-249,-17,-17,0
105,1,0,412,412,33,33,0
105,1,1,1045,1045,72,72,0
105,1,2,-142,-142,-2,-2,0
105,1,3,-1329,-1329,-76,-76,0
106,0,0,189,189,7,7,0
106,0,1,206,206,9,9,0
106,0,2,493,493,45,45,0
106,0,3,-1575,-1575,-17,-17,0
106,0,4,227,227,12,12,0
106,0,5,-1616,-1616,-17,-17,0
106,0,6,1101,1101,121,121,0
106,0,7,1508,1508,127,127,0
106,0,8,25,25,-14,-14,0
106,0,9,477,477,43,43,0
106,0,10,-301,-301,-17,-17,0
106,0,11,-659,-659,-17,-17,0
106,0,12,-627,-627,-17,-17,0
106,0,13,-265,-265,-17,-17,0
106,0,14,757,757,78,78,0
106,0,15,474,474,42,42,0
106,1,0,928,928,65,65,0
106,1,1,43,43,10,10,0
106,1,2,-1115,-1115,-63,-63,0
106,1,3,-518,-518,-25,-25,0
107,0,0,-922,-922,-17,-17,0
107,0,1,254,254,15,15,0
107,0,2,-1930,-1930,-17,-17,0
107,0,3,356,356,28,28,0
107,0,4,407,407,34,34,0
107,0,5,1133,1133,125,125,0
107,0,6,344,344,26,26,0
107,0,7,515,515,48,48,0
107,0,8,311,311,22,22,0
107,0,9,-1108,-1108,-17,-17,0
107,0,10,-1132,-1132,-17,-17,0
107,0,11,1064,1064,116,116,0
107,0,12,1610,1610,127,127,0
107,0,13,-79,-79,-17,-17,0
107,0,14,-883,-883,-17,-17,0
107,0,15,-637,-637,-17,-17,0
107,1,0,-759,-759,-40,-40,0
107,1,1,-218,-218,-7,-7,0
107,1,2,-431,-431,-20,-20,0
107,1,3,552,552,42,42,0
108,0,0,1065,1065,116,116,0
108,0,1,348,348,27,27,0
108,0,2,1071,1071,117,117,0
108,0,3,-876,-876,-17,-17,0
108,0,4,-1608,-1608,-17,-17,0
108,0,5,-690,-690,-17,-17,0
108,0,6,1338,1338,127,127,0
108,0,7,-714,-714,-17,-17,0
108,0,8,-81,-81,-17,-17,0
108,0,9,1017,1017,110,110,0
108,0,10,15,15,-15,-15,0
108,0,11,-1227,-1227,-17,-17,0
108,0,12,-1119,-1119,-17,-17,0
108,0,13,729,729,74,74,0
108,0,14,672,672,67,67,0
108,0,15,1350,1350,127,127,0
108,1,0,164,164,17,17,0
108,1,1,1353,1353,92,92,0
108,1,2,-370,-370,-16,-16,0
108,1,3,-221,-221,-7,-7,0
109,0,0,-2933,-2933,-17,-17,0
109,0,1,-575,-575,-17,-17,0
109,0,2,-1772,-1772,-17,-17,0
109,0,3,1156,1156,127,127,0
109,0,4,2569,2569,127,127,0
109,0,5,1222,1222,127,127,0
109,0,6,205,205,9,9,0
109,0,7,-1877,-1877,-17,-17,0
109,0,8,-1139,-1139,-17,-17,0
109,0,9,-1046,-1046,-17,-17,0
109,0,10,-263,-263,-17,-17,0
109,0,11,2275,2275,127,127,0
109,0,12,2743,2743,127,127,0
109,0,13,1,1,-17,-17,0
109,0,14,-626,-626,-17,-17,0
109,0,15,-2648,-2648,-17,-17,0
109,1,0,-991,-991,-55,-55,0
109,1,1,-528,-528,-26,-26,0
109,1,2,-65,-65,3,3,0
109,1,3,736,736,53,53,0
110,0,0,-1058,-1058,-17,-17,0
110,0,1,1043,1043,114,114,0
110,0,2,834,834,87,87,0
110,0,3,-1640,-1640,-17,-17,0
110,0,4,371,371,30,30,0
110,0,5,-273,-273,-17,-17,0
110,0,6,1183,1183,127,127,0
110,0,7,-931,-931,-17,-17,0
110,0,8,675,675,68,68,0
110,0,9,361,361,28,28,0
110,0,10,542,542,51,51,0
110,0,11,-777,-777,-17,-17,0
110,0,12,-1346,-1346,-17,-17,0
110,0,13,35,35,-12,-12,0
110,0,14,921,921,98,98,0
110,0,15,-773,-773,-17,-17,0
110,1,0,457,457,36,36,0
110,1,1,-883,-883,-48,-48,0
110,1,2,-1183,-1183,-67,-67,0
110,1,3,-716,-716,-38,-38,0
111,0,0,893,893,95,95,0
111,0,1,1663,1663,127,127,0
111,0,2,1308,1308,127,127,0
111,0,3,-52,-52,-17,-17,0
111,0,4,13,13,-15,-15,0
111,0,5,-1797,-1797,-17,-17,0
111,0,6,-2602,-2602,-17,-17,0
111,0,7,-767,-767,-17,-17,0
111,0,8,243,243,14,14,0
111,0,9,2093,2093,127,127,0
111,0,10,1918,1918,127,127,0
111,0,11,-687,-687,-17,-17,0
111,0,12,-1057,-1057,-17,-17,0
111,0,13,-302,-302,-17,-17,0
111,0,14,-927,-927,-17,-17,0
111,0,15,1178,1178,127,127,0
111,1,0,1667,1667,111,111,0
111,1,1,1476,1476,99,99,0
111,1,2,232,232,22,22,0
111,1,3,-1415,-1415,-81,-81,0
112,0,0,147,147,2,2,0
112,0,1,-355,-355,-17,-17,0
112,0,2,-137,-137,-17,-17,0
112,0,3,-309,-309,-17,-17,0
112,0,4,1064,1064,116,116,0
112,0,5,-38,-38,-17,-17,0
112,0,6,1770,1770,127,127,0
112,0,7,-1012,-1012,-17,-17,0
112,0,8,-359,-359,-17,-17,0
112,0,9,-966,-966,-17,-17,0
112,0,10,-568,-568,-17,-17,0
112,0,11,865,865,91,91,0
112,0,12,-957,-957,-17,-17,0
112,0,13,821,821,86,86,0
112,0,14,-26,-26,-17,-17,0
112,0,15,432,432,37,37,0
112,1,0,-535,-535,-26,-26,0
112,1,1,12,12,8,8,0
112,1,2,-1027,-1027,-57,-57,0
112,1,3,1210,1210,83,83,0
113,0,0,1329,1329,127,127,0
113,0,1,-132,-132,-17,-17,0
113,0,2,-33,-33,-17,-17,0
113,0,3,-684,-684,-17,-17,0
113,0,4,-1905,-1905,-17,-17,0
113,0,5,-366,-366,-17,-17,0
113,0,6,1218,1218,127,127,0
113,0,7,807,807,84,84,0
113,0,8,81,81,-7,-7,0
113,0,9,465,465,41,41,0
113,0,10,-771,-771,-17,-17,0
113,0,11,-57,-57,-17,-17,0
113,0,12,-198,-198,-17,-17,0
113,0,13,-1254,-1254,-17,-17,0
113,0,14,1440,1440,127,127,0
113,0,15,1614,1614,127,127,0
113,1,0,177,177,18,18,0
113,1,1,642,642,47,47,0
113,1,2,-635,-635,-33,-33,0
113,1,3,-170,-170,-4,-4,0
114,0,0,-126,-126,-17,-17,0
114,0,1,2448,2448,127,127,0
114,0,2,837,837,88,88,0
114,0,3,231,231,12,12,0
114,0,4,-1035,-1035,-17,-17,0
114,0,5,-1311,-1311,-17,-17,0
114,0,6,-897,-897,-17,-17,0
114,0,7,-33,-33,-17,-17,0
114,0,8,216,216,10,10,0
114,0,9,2250,2250,127,127,0
114,0,10,414,414,35,35,0
114,0,11,-537,-537,-17,-17,0
114,0,12,-3,-3,-17,-17,0
114,0,13,-489,-489,-17,-17,0
114,0,14,-2025,-2025,-17,-17,0
114,0,15,159,159,3,3,0
114,1,0,785,785,56,56,0
114,1,1,-174,-174,-4,-4,0
114,1,2,-405,-405,-18,-18,0
114,1,3,-1364,-1364,-78,-78,0
115,0,0,-915,-915,-17,-17,0
115,0,1,1034,1034,112,112,0
115,0,2,43,43,-11,-11,0
115,0,3,-723,-723,-17,-17,0
115,0,4,-799,-799,-17,-17,0
115,0,5,-1235,-1235,-17,-17,0
115,0,6,849,849,89,89,0
115,0,7,-367,-367,-17,-17,0
115,0,8,1057,1057,115,115,0
115,0,9,2046,2046,127,127,0
115,0,10,20,20,-14,-14,0
115,0,11,64,64,-9,-9,0
115,0,12,-762,-762,-17,-17,0
115,0,13,197,197,8,8,0
115,0,14,-569,-569,-17,-17,0
115,0,15,-630,-630,-17,-17,0
115,1,0,-684,-684,-36,-36,0
115,1,1,-1382,-1382,-79,-79,0
115,1,2,-689,-689,-36,-36,0
115,1,3,-230,-230,-7,-7,0
116,0,0,519,519,48,48,0
116,0,1,-439,-439,-17,-17,0
116,0,2,-1007,-1007,-17,-17,0
116,0,3,15,15,-15,-15,0
116,0,4,-643,-643,-17,-17,0
116,0,5,1234,1234,127,127,0
116,0,6,831,831,87,87,0
116,0,7,-187,-187,-17,-17,0
116,0,8,-1370,-1370,-17,-17,0
116,0,9,-138,-138,-17,-17,0
116,0,10,-1366,-1366,-17,-17,0
116,0,11,-374,-374,-17,-17,0
116,0,12,1068,1068,117,117,0
116,0,13,605,605,59,59,0
116,0,14,1192,1192,127,127,0
116,0,15,804,804,84,84,0
116,1,0,-873,-873,-48,-48,0
116,1,1,1375,1375,93,93,0
116,1,2,-56,-56,3,3,0
116,1,3,-161,-161,-3,-3,0
117,0,0,-430,-430,-17,-17,0
117,0,1,-1608,-1608,-17,-17,0
117,0,2,-281,-281,-17,-17,0
117,0,3,-859,-859,-17,-17,0
117,0,4,738,738,75,75,0
117,0,5,2785,2785,127,127,0
117,0,6,-613,-613,-17,-17,0
117,0,7,-516,-516,-17,-17,0
117,0,8,-1004,-1004,-17,-17,0
117,0,9,-997,-997,-17,-17,0
117,0,10,795,795,83,83,0
117,0,11,292,292,20,20,0
117,0,12,944,944,101,101,0
117,0,13,1596,1596,127,127,0
117,0,14,-902,-902,-17,-17,0
117,0,15,-145,-145,-17,-17,0
117,1,0,-621,-621,-32,-32,0
117,1,1,1936,1936,127,127,0
117,1,2,749,749,54,54,0
117,1,3,43,43,10,10,0
118,0,0,-1279,-1279,-17,-17,0
118,0,1,-1474,-1474,-17,-17,0
118,0,2,-1234,-1234,-17,-17,0
118,0,3,656,656,65,65,0
118,0,4,2021,2021,127,127,0
118,0,5,1661,1661,127,127,0
118,0,6,416,416,35,35,0
118,0,7,-1009,-1009,-17,-17,0
118,0,8,-2644,-2644,-17,-17,0
118,0,9,-2404,-2404,-17,-17,0
118,0,10,491,491,45,45,0
118,0,11,1691,1691,127,127,0
118,0,12,3146,3146,127,127,0
