sample,layer,channel,original_acc,pot_acc,original_output,pot_output,absolute_error
229,1,1,460,460,36,36,0
229,1,2,-334,-334,-14,-14,0
229,1,3,-257,-257,-9,-9,0
230,0,0,-1672,-1672,-17,-17,0
230,0,1,-2386,-2386,-17,-17,0
230,0,2,-835,-835,-17,-17,0
230,0,3,-1369,-1369,-17,-17,0
230,0,4,1037,1037,113,113,0
230,0,5,1478,1478,127,127,0
230,0,6,2534,2534,127,127,0
230,0,7,200,200,8,8,0
230,0,8,-2464,-2464,-17,-17,0
230,0,9,-508,-508,-17,-17,0
230,0,10,-1282,-1282,-17,-17,0
230,0,11,734,734,75,75,0
230,0,12,1835,1835,127,127,0
230,0,13,926,926,99,99,0
230,0,14,1712,1712,127,127,0
230,0,15,-1387,-1387,-17,-17,0
230,1,0,-1081,-1081,-61,-61,0
230,1,1,504,504,39,39,0
230,1,2,-1291,-1291,-74,-74,0
230,1,3,-18,-18,6,6,0
231,0,0,274,274,17,17,0
231,0,1,-1265,-1265,-17,-17,0
231,0,2,-1394,-1394,-17,-17,0
231,0,3,-458,-458,-17,-17,0
231,0,4,163,163,4,4,0
231,0,5,2089,2089,127,127,0
231,0,6,-350,-350,-17,-17,0
231,0,7,841,841,88,88,0
231,0,8,-533,-533,-17,-17,0
231,0,9,-377,-377,-17,-17,0
231,0,10,-626,-626,-17,-17,0
231,0,11,-1145,-1145,-17,-17,0
231,0,12,2131,2131,127,127,0
231,0,13,1327,1327,127,127,0
231,0,14,-737,-737,-17,-17,0
231,0,15,559,559,53,53,0
231,1,0,-611,-611,-31,-31,0
231,1,1,2334,2334,127,127,0
231,1,2,1093,1093,75,75,0
231,1,3,-148,-148,-2,-2,0
232,0,0,-817,-817,-17,-17,0
232,0,1,73,73,-8,-8,0
232,0,2,183,183,6,6,0
232,0,3,-202,-202,-17,-17,0
232,0,4,-1412,-1412,-17,-17,0
232,0,5,-447,-447,-17,-17,0
232,0,6,1523,1523,127,127,0
232,0,7,1273,1273,127,127,0
232,0,8,648,648,64,64,0
232,0,9,-727,-727,-17,-17,0
232,0,10,778,778,80,80,0
232,0,11,-2187,-2187,-17,-17,0
232,0,12,-937,-937,-17,-17,0
232,0,13,1213,1213,127,127,0
232,0,14,978,978,105,105,0
232,0,15,-532,-532,-17,-17,0
232,1,0,-16,-16,6,6,0
232,1,1,411,411,33,33,0
232,1,2,19,19,8,8,0
232,1,3,446,446,35,35,0
233,0,0,217,217,10,10,0
233,0,1,312,312,22,22,0
233,0,2,-538,-538,-17,-17,0
233,0,3,-1238,-1238,-17,-17,0
233,0,4,462,462,41,41,0
233,0,5,-283,-283,-17,-17,0
233,0,6,337,337,25,25,0
233,0,7,1362,1362,127,127,0
233,0,8,872,872,92,92,0
233,0,9,-968,-968,-17,-17,0
233,0,10,-1833,-1833,-17,-17,0
233,0,11,1022,1022,111,111,0
233,0,12,427,427,37,37,0
233,0,13,-1638,-1638,-17,-17,0
233,0,14,1427,1427,127,127,0
233,0,15,502,502,46,46,0
233,1,0,199,199,20,20,0
233,1,1,-983,-983,-54,-54,0
233,1,2,-1099,-1099,-62,-62,0
233,1,3,-422,-422,-19,-19,0
234,0,0,-1127,-1127,-17,-17,0
234,0,1,1731,1731,127,127,0
234,0,2,3164,3164,127,127,0
234,0,3,577,577,55,55,0
234,0,4,-570,-570,-17,-17,0
234,0,5,-1852,-1852,-17,-17,0
234,0,6,-1679,-1679,-17,-17,0
234,0,7,-351,-351,-17,-17,0
234,0,8,107,107,-3,-3,0
234,0,9,2380,2380,127,127,0
234,0,10,2358,2358,127,127,0
234,0,11,1046,1046,114,114,0
234,0,12,-1931,-1931,-17,-17,0
234,0,13,-2823,-2823,-17,-17,0
234,0,14,-1090,-1090,-17,-17,0
234,0,15,-842,-842,-17,-17,0
234,1,0,1093,1093,75,75,0
234,1,1,-410,-410,-19,-19,0
234,1,2,-795,-795,-43,-43,0
234,1,3,-595,-595,-30,-30,0
235,0,0,-347,-347,-17,-17,0
235,0,1,-2895,-2895,-17,-17,0
235,0,2,-733,-733,-17,-17,0
235,0,3,424,424,36,36,0
235,0,4,546,546,51,51,0
235,0,5,1133,1133,125,125,0
235,0,6,1495,1495,127,127,0
235,0,7,1887,1887,127,127,0
235,0,8,-1981,-1981,-17,-17,0
235,0,9,-1859,-1859,-17,-17,0
235,0,10,-837,-837,-17,-17,0
235,0,11,-10,-10,-17,-17,0
235,0,12,472,472,42,42,0
235,0,13,1209,1209,127,127,0
235,0,14,1436,1436,127,127,0
235,0,15,-62,-62,-17,-17,0
235,1,0,-1087,-1087,-61,-61,0
235,1,1,918,918,64,64,0
235,1,2,-106,-106,0,0,0
235,1,3,53,53,10,10,0
236,0,0,-1895,-1895,-17,-17,0
236,0,1,-2235,-2235,-17,-17,0
236,0,2,-280,-280,-17,-17,0
236,0,3,760,760,78,78,0
236,0,4,1635,1635,127,127,0
236,0,5,185,185,6,6,0
236,0,6,-50,-50,-17,-17,0
236,0,7,-1620,-1620,-17,-17,0
236,0,8,-310,-310,-17,-17,0
236,0,9,-1790,-1790,-17,-17,0
236,0,10,-450,-450,-17,-17,0
236,0,11,1730,1730,127,127,0
236,0,12,2245,2245,127,127,0
236,0,13,2040,2040,127,127,0
236,0,14,-25,-25,-17,-17,0
236,0,15,-1610,-1610,-17,-17,0
236,1,0,-812,-812,-44,-44,0
236,1,1,54,54,10,10,0
236,1,2,-16,-16,6,6,0
236,1,3,551,551,42,42,0
237,0,0,-444,-444,-17,-17,0
237,0,1,195,195,8,8,0
237,0,2,-1521,-1521,-17,-17,0
237,0,3,-2247,-2247,-17,-17,0
237,0,4,-2418,-2418,-17,-17,0
237,0,5,111,111,-3,-3,0
237,0,6,3870,3870,127,127,0
237,0,7,1449,1449,127,127,0
237,0,8,-12,-12,-17,-17,0
237,0,9,-243,-243,-17,-17,0
237,0,10,-1884,-1884,-17,-17,0
237,0,11,-780,-780,-17,-17,0
237,0,12,-786,-786,-17,-17,0
237,0,13,1578,1578,127,127,0
237,0,14,3072,3072,127,127,0
237,0,15,-159,-159,-17,-17,0
237,1,0,-473,-473,-23,-23,0
237,1,1,434,434,34,34,0
237,1,2,-713,-713,-38,-38,0
237,1,3,12,12,8,8,0
238,0,0,-566,-566,-17,-17,0
238,0,1,360,360,28,28,0
238,0,2,-1039,-1039,-17,-17,0
238,0,3,532,532,50,50,0
238,0,4,723,723,74,74,0
238,0,5,389,389,32,32,0
238,0,6,-245,-245,-17,-17,0
238,0,7,876,876,93,93,0
238,0,8,-1123,-1123,-17,-17,0
238,0,9,-167,-167,-17,-17,0
238,0,10,-1041,-1041,-17,-17,0
238,0,11,1445,1445,127,127,0
238,0,12,61,61,-9,-9,0
238,0,13,-423,-423,-17,-17,0
238,0,14,158,158,3,3,0
238,0,15,-281,-281,-17,-17,0
238,1,0,-238,-238,-8,-8,0
238,1,1,-586,-586,-30,-30,0
238,1,2,-700,-700,-37,-37,0
238,1,3,187,187,19,19,0
239,0,0,1416,1416,127,127,0
239,0,1,-426,-426,-17,-17,0
239,0,2,117,117,-2,-2,0
239,0,3,-2535,-2535,-17,-17,0
239,0,4,-537,-537,-17,-17,0
239,0,5,126,126,-1,-1,0
239,0,6,-426,-426,-17,-17,0
239,0,7,1377,1377,127,127,0
239,0,8,780,780,81,81,0
239,0,9,1473,1473,127,127,0
239,0,10,-864,-864,-17,-17,0
239,0,11,-2406,-2406,-17,-17,0
239,0,12,-1023,-1023,-17,-17,0
239,0,13,1695,1695,127,127,0
239,0,14,1173,1173,127,127,0
239,0,15,1701,1701,127,127,0
239,1,0,-514,-514,-25,-25,0
239,1,1,1535,1535,103,103,0
239,1,2,906,906,64,64,0
239,1,3,-997,-997,-55,-55,0
240,0,0,760,760,78,78,0
240,0,1,6,6,-16,-16,0
240,0,2,-1783,-1783,-17,-17,0
240,0,3,448,448,39,39,0
240,0,4,24,24,-14,-14,0
240,0,5,-175,-175,-17,-17,0
240,0,6,-1469,-1469,-17,-17,0
240,0,7,1632,1632,127,127,0
240,0,8,23,23,-14,-14,0
240,0,9,-1271,-1271,-17,-17,0
240,0,10,-15,-15,-17,-17,0
240,0,11,-454,-454,-17,-17,0
240,0,12,1432,1432,127,127,0
240,0,13,678,678,68,68,0
240,0,14,104,104,-4,-4,0
240,0,15,1045,1045,114,114,0
240,1,0,488,488,38,38,0
240,1,1,1561,1561,105,105,0
240,1,2,1061,1061,73,73,0
240,1,3,-206,-206,-6,-6,0
241,0,0,986,986,106,106,0
241,0,1,-1505,-1505,-17,-17,0
241,0,2,819,819,86,86,0
241,0,3,1343,1343,127,127,0
241,0,4,217,217,10,10,0
241,0,5,-2184,-2184,-17,-17,0
241,0,6,140,140,1,1,0
241,0,7,634,634,62,62,0
241,0,8,-207,-207,-17,-17,0
241,0,9,-598,-598,-17,-17,0
241,0,10,676,676,68,68,0
241,0,11,45,45,-11,-11,0
241,0,12,-1171,-1171,-17,-17,0
241,0,13,-1142,-1142,-17,-17,0
241,0,14,1887,1887,127,127,0
241,0,15,1271,1271,127,127,0
241,1,0,937,937,66,66,0
241,1,1,873,873,62,62,0
241,1,2,1082,1082,75,75,0
241,1,3,-269,-269,-10,-10,0
242,0,0,1800,1800,127,127,0
242,0,1,956,956,103,103,0
242,0,2,337,337,25,25,0
242,0,3,-612,-612,-17,-17,0
242,0,4,-1396,-1396,-17,-17,0
242,0,5,-2570,-2570,-17,-17,0
242,0,6,-279,-279,-17,-17,0
242,0,7,1577,1577,127,127,0
242,0,8,2143,2143,127,127,0
242,0,9,2124,2124,127,127,0
242,0,10,-1030,-1030,-17,-17,0
242,0,11,-1379,-1379,-17,-17,0
242,0,12,-738,-738,-17,-17,0
242,0,13,-2332,-2332,-17,-17,0
242,0,14,1339,1339,127,127,0
242,0,15,2085,2085,127,127,0
242,1,0,253,253,23,23,0
242,1,1,156,156,17,17,0
242,1,2,59,59,11,11,0
242,1,3,-1910,-1910,-112,-112,0
243,0,0,-1339,-1339,-17,-17,0
243,0,1,-1590,-1590,-17,-17,0
243,0,2,-746,-746,-17,-17,0
243,0,3,2528,2528,127,127,0
243,0,4,2382,2382,127,127,0
243,0,5,-554,-554,-17,-17,0
243,0,6,-1150,-1150,-17,-17,0
243,0,7,-1086,-1086,-17,-17,0
243,0,8,-2522,-2522,-17,-17,0
243,0,9,-748,-748,-17,-17,0
243,0,10,1101,1101,121,121,0
243,0,11,3595,3595,127,127,0
243,0,12,1574,1574,127,127,0
243,0,13,-1527,-1527,-17,-17,0
243,0,14,22,22,-14,-14,0
243,0,15,-1054,-1054,-17,-17,0
243,1,0,727,727,53,53,0
243,1,1,-624,-624,-32,-32,0
243,1,2,-103,-103,1,1,0
243,1,3,418,418,33,33,0
244,0,0,1607,1607,127,127,0
244,0,1,1770,1770,127,127,0
244,0,2,313,313,22,22,0
244,0,3,686,686,69,69,0
244,0,4,-2076,-2076,-17,-17,0
244,0,5,-233,-233,-17,-17,0
244,0,6,-1435,-1435,-17,-17,0
244,0,7,723,723,74,74,0
244,0,8,1831,1831,127,127,0
244,0,9,959,959,103,103,0
244,0,10,-453,-453,-17,-17,0
244,0,11,-755,-755,-17,-17,0
244,0,12,-1507,-1507,-17,-17,0
244,0,13,-1824,-1824,-17,-17,0
244,0,14,334,334,25,25,0
244,0,15,1892,1892,127,127,0
244,1,0,-256,-256,-9,-9,0
244,1,1,-209,-209,-6,-6,0
244,1,2,956,956,67,67,0
244,1,3,-869,-869,-47,-47,0
245,0,0,1994,1994,127,127,0
245,0,1,1080,1080,118,118,0
245,0,2,-1244,-1244,-17,-17,0
245,0,3,-1393,-1393,-17,-17,0
245,0,4,-2742,-2742,-17,-17,0
245,0,5,-2306,-2306,-17,-17,0
245,0,6,710,710,72,72,0
245,0,7,2931,2931,127,127,0
245,0,8,1552,1552,127,127,0
245,0,9,-22,-22,-17,-17,0
245,0,10,-216,-216,-17,-17,0
245,0,11,-1130,-1130,-17,-17,0
245,0,12,-694,-694,-17,-17,0
245,0,13,-723,-723,-17,-17,0
245,0,14,2143,2143,127,127,0
245,0,15,2279,2279,127,127,0
245,1,0,-190,-190,-5,-5,0
245,1,1,-123,-123,-1,-1,0
245,1,2,-56,-56,3,3,0
245,1,3,-704,-704,-37,-37,0
246,0,0,792,792,82,82,0
246,0,1,1046,1046,114,114,0
246,0,2,820,820,86,86,0
246,0,3,-636,-636,-17,-17,0
246,0,4,-2617,-2617,-17,-17,0
246,0,5,-98,-98,-17,-17,0
246,0,6,906,906,96,96,0
246,0,7,-160,-160,-17,-17,0
246,0,8,1054,1054,115,115,0
246,0,9,3,3,-16,-16,0
246,0,10,1517,1517,127,127,0
246,0,11,-1529,-1529,-17,-17,0
246,0,12,-1155,-1155,-17,-17,0
246,0,13,-91,-91,-17,-17,0
246,0,14,88,88,-6,-6,0
246,0,15,1077,1077,118,118,0
246,1,0,818,818,58,58,0
246,1,1,450,450,35,35,0
246,1,2,511,511,39,39,0
246,1,3,325,325,27,27,0
247,0,0,-777,-777,-17,-17,0
247,0,1,564,564,54,54,0
247,0,2,-315,-315,-17,-17,0
247,0,3,-1389,-1389,-17,-17,0
247,0,4,-978,-978,-17,-17,0
247,0,5,858,858,90,90,0
247,0,6,159,159,3,3,0
247,0,7,-375,-375,-17,-17,0
247,0,8,1326,1326,127,127,0
247,0,9,237,237,13,13,0
247,0,10,-387,-387,-17,-17,0
247,0,11,399,399,33,33,0
247,0,12,795,795,83,83,0
247,0,13,-204,-204,-17,-17,0
247,0,14,27,27,-13,-13,0
247,0,15,-492,-492,-17,-17,0
247,1,0,-1109,-1109,-62,-62,0
247,1,1,-687,-687,-36,-36,0
247,1,2,216,216,21,21,0
247,1,3,157,157,17,17,0
248,0,0,800,800,83,83,0
248,0,1,1471,1471,127,127,0
248,0,2,1842,1842,127,127,0
248,0,3,-217,-217,-17,-17,0
248,0,4,-1151,-1151,-17,-17,0
248,0,5,-585,-585,-17,-17,0
248,0,6,26,26,-14,-14,0
248,0,7,412,412,35,35,0
248,0,8,-612,-612,-17,-17,0
248,0,9,2099,2099,127,127,0
248,0,10,805,805,84,84,0
248,0,11,-1074,-1074,-17,-17,0
248,0,12,-1843,-1843,-17,-17,0
248,0,13,-1307,-1307,-17,-17,0
248,0,14,-726,-726,-17,-17,0
248,0,15,1085,1085,119,119,0
248,1,0,1754,1754,117,117,0
248,1,1,1489,1489,100,100,0
248,1,2,-76,-76,2,2,0
248,1,3,-1602,-1602,-93,-93,0
249,0,0,541,541,51,51,0
249,0,1,-1016,-1016,-17,-17,0
249,0,2,-773,-773,-17,-17,0
249,0,3,-3095,-3095,-17,-17,0
249,0,4,-512,-512,-17,-17,0
249,0,5,886,886,94,94,0
249,0,6,2434,2434,127,127,0
249,0,7,1702,1702,127,127,0
249,0,8,910,910,97,97,0
249,0,9,-2012,-2012,-17,-17,0
249,0,10,-2174,-2174,-17,-17,0
249,0,11,-1661,-1661,-17,-17,0
249,0,12,-128,-128,-17,-17,0
249,0,13,2050,2050,127,127,0
249,0,14,2788,2788,127,127,0
249,0,15,826,826,86,86,0
249,1,0,-1336,-1336,-77,-77,0
249,1,1,1002,1002,70,70,0
249,1,2,623,623,46,46,0
249,1,3,634,634,47,47,0
250,0,0,-852,-852,-17,-17,0
250,0,1,-393,-393,-17,-17,0
250,0,2,-144,-144,-17,-17,0
250,0,3,-300,-300,-17,-17,0
250,0,4,1284,1284,127,127,0
250,0,5,-42,-42,-17,-17,0
250,0,6,1362,1362,127,127,0
250,0,7,6,6,-16,-16,0
250,0,8,810,810,84,84,0
250,0,9,-816,-816,-17,-17,0
250,0,10,-537,-537,-17,-17,0
250,0,11,192,192,7,7,0
250,0,12,-549,-549,-17,-17,0
250,0,13,375,375,30,30,0
250,0,14,-456,-456,-17,-17,0
250,0,15,-567,-567,-17,-17,0
250,1,0,-640,-640,-33,-33,0
250,1,1,-868,-868,-47,-47,0
250,1,2,-394,-394,-18,-18,0
250,1,3,951,951,67,67,0
251,0,0,-2151,-2151,-17,-17,0
251,0,1,-572,-572,-17,-17,0
251,0,2,407,407,34,34,0
251,0,3,381,381,31,31,0
251,0,4,1435,1435,127,127,0
251,0,5,2159,2159,127,127,0
251,0,6,183,183,6,6,0
251,0,7,-983,-983,-17,-17,0
251,0,8,-1834,-1834,-17,-17,0
251,0,9,-90,-90,-17,-17,0
251,0,10,-986,-986,-17,-17,0
251,0,11,68,68,-8,-8,0
251,0,12,2502,2502,127,127,0
251,0,13,931,931,100,100,0
251,0,14,-1510,-1510,-17,-17,0
251,0,15,-1866,-1866,-17,-17,0
251,1,0,-760,-760,-41,-41,0
251,1,1,1356,1356,92,92,0
251,1,2,703,703,51,51,0
251,1,3,-158,-158,-3,-3,0
252,0,0,-334,-334,-17,-17,0
252,0,1,-850,-850,-17,-17,0
252,0,2,-1501,-1501,-17,-17,0
252,0,3,-1597,-1597,-17,-17,0
252,0,4,1847,1847,127,127,0
252,0,5,26,26,-14,-14,0
252,0,6,1670,1670,127,127,0
252,0,7,-1261,-1261,-17,-17,0
252,0,8,-142,-142,-17,-17,0
252,0,9,62,62,-9,-9,0
252,0,10,-2119,-2119,-17,-17,0
252,0,11,320,320,23,23,0
252,0,12,1094,1094,120,120,0
252,0,13,2258,2258,127,127,0
252,0,14,467,467,42,42,0
252,0,15,-49,-49,-17,-17,0
252,1,0,-356,-356,-15,-15,0
252,1,1,280,280,25,25,0
252,1,2,-995,-995,-55,-55,0
252,1,3,122,122,15,15,0
253,0,0,-1192,-1192,-17,-17,0
253,0,1,-18,-18,-17,-17,0
253,0,2,691,691,70,70,0
253,0,3,365,365,29,29,0
253,0,4,-756,-756,-17,-17,0
253,0,5,-677,-677,-17,-17,0
253,0,6,1517,1517,127,127,0
253,0,7,-1794,-1794,-17,-17,0
253,0,8,10,10,-16,-16,0
253,0,9,734,734,75,75,0
253,0,10,1053,1053,115,115,0
253,0,11,-1373,-1373,-17,-17,0
253,0,12,1106,1106,121,121,0
253,0,13,-15,-15,-17,-17,0
253,0,14,289,289,19,19,0
253,0,15,-907,-907,-17,-17,0
253,1,0,1346,1346,91,91,0
253,1,1,77,77,12,12,0
253,1,2,-581,-581,-29,-29,0
253,1,3,22,22,8,8,0
254,0,0,-1295,-1295,-17,-17,0
254,0,1,235,235,13,13,0
254,0,2,-425,-425,-17,-17,0
254,0,3,-1235,-1235,-17,-17,0
254,0,4,1630,1630,127,127,0
254,0,5,2485,2485,127,127,0
254,0,6,-2300,-2300,-17,-17,0
254,0,7,-785,-785,-17,-17,0
254,0,8,-905,-905,-17,-17,0
254,0,9,-1340,-1340,-17,-17,0
254,0,10,-845,-845,-17,-17,0
254,0,11,730,730,74,74,0
254,0,12,3640,3640,127,127,0
254,0,13,1135,1135,125,125,0
254,0,14,-785,-785,-17,-17,0
254,0,15,-1010,-1010,-17,-17,0
254,1,0,-1137,-1137,-64,-64,0
254,1,1,1274,1274,87,87,0
254,1,2,-33,-33,5,5,0
254,1,3,-157,-157,-3,-3,0
255,0,0,-929,-929,-17,-17,0
255,0,1,-1096,-1096,-17,-17,0
255,0,2,1512,1512,127,127,0
255,0,3,2725,2725,127,127,0
255,0,4,1148,1148,127,127,0
255,0,5,741,741,76,76,0
255,0,6,-1946,-1946,-17,-17,0
255,0,7,-1918,-1918,-17,-17,0
255,0,8,-2385,-2385,-17,-17,0
255,0,9,-212,-212,-17,-17,0
255,0,10,2306,2306,127,127,0
255,0,11,2724,2724,127,127,0
255,0,12,1372,1372,127,127,0
255,0,13,-745,-745,-17,-17,0
255,0,14,-3357,-3357,-17,-17,0
255,0,15,-644,-644,-17,-17,0
255,1,0,925,925,65,65,0
255,1,1,303,303,26,26,0
255,1,2,344,344,29,29,0
255,1,3,385,385,31,31,0
256,0,0,-2310,-2310,-17,-17,0
256,0,1,-1195,-1195,-17,-17,0
256,0,2,460,460,41,41,0
256,0,3,2415,2415,127,127,0
256,0,4,1085,1085,119,119,0
256,0,5,-890,-890,-17,-17,0
256,0,6,-1560,-1560,-17,-17,0
256,0,7,-970,-970,-17,-17,0
256,0,8,-635,-635,-17,-17,0
256,0,9,-510,-510,-17,-17,0
256,0,10,1985,1985,127,127,0
256,0,11,2455,2455,127,127,0
256,0,12,900,900,96,96,0
256,0,13,-730,-730,-17,-17,0
256,0,14,-560,-560,-17,-17,0
256,0,15,-2025,-2025,-17,-17,0
256,1,0,944,944,66,66,0
256,1,1,-451,-451,-21,-21,0
256,1,2,26,26,9,9,0
256,1,3,503,503,39,39,0
257,0,0,2006,2006,127,127,0
257,0,1,1194,1194,127,127,0
257,0,2,-848,-848,-17,-17,0
257,0,3,-340,-340,-17,-17,0
257,0,4,303,303,21,21,0
257,0,5,-1694,-1694,-17,-17,0
257,0,6,-721,-721,-17,-17,0
257,0,7,-18,-18,-17,-17,0
257,0,8,2005,2005,127,127,0
257,0,9,-127,-127,-17,-17,0
257,0,10,891,891,95,95,0
257,0,11,-1346,-1346,-17,-17,0
257,0,12,-958,-958,-17,-17,0
257,0,13,-855,-855,-17,-17,0
257,0,14,448,448,39,39,0
257,0,15,2291,2291,127,127,0
257,1,0,71,71,12,12,0
257,1,1,462,462,36,36,0
257,1,2,853,853,60,60,0
257,1,3,-628,-628,-32,-32,0
258,0,0,-1344,-1344,-17,-17,0
258,0,1,-272,-272,-17,-17,0
258,0,2,20,20,-14,-14,0
258,0,3,-663,-663,-17,-17,0
258,0,4,-131,-131,-17,-17,0
258,0,5,1286,1286,127,127,0
258,0,6,18,18,-15,-15,0
258,0,7,25,25,-14,-14,0
258,0,8,137,137,0,0,0
258,0,9,9,9,-16,-16,0
258,0,10,-824,-824,-17,-17,0
258,0,11,-97,-97,-17,-17,0
258,0,12,-30,-30,-17,-17,0
258,0,13,352,352,27,27,0
258,0,14,1454,1454,127,127,0
258,0,15,-1059,-1059,-17,-17,0
258,1,0,-1227,-1227,-70,-70,0
258,1,1,584,584,44,44,0
258,1,2,172,172,18,18,0
258,1,3,-435,-435,-20,-20,0
259,0,0,-389,-389,-17,-17,0
259,0,1,-1885,-1885,-17,-17,0
259,0,2,-1041,-1041,-17,-17,0
259,0,3,-317,-317,-17,-17,0
259,0,4,512,512,47,47,0
259,0,5,456,456,40,40,0
259,0,6,2545,2545,127,127,0
259,0,7,479,479,43,43,0
259,0,8,-387,-387,-17,-17,0
259,0,9,-1478,-1478,-17,-17,0
259,0,10,-1174,-1174,-17,-17,0
259,0,11,-720,-720,-17,-17,0
259,0,12,1444,1444,127,127,0
259,0,13,-277,-277,-17,-17,0
259,0,14,2172,2172,127,127,0
259,0,15,-104,-104,-17,-17,0
259,1,0,213,213,20,20,0
259,1,1,-189,-189,-5,-5,0
259,1,2,-1332,-1332,-76,-76,0
259,1,3,-603,-603,-31,-31,0
260,0,0,1672,1672,127,127,0
260,0,1,595,595,58,58,0
260,0,2,-92,-92,-17,-17,0
260,0,3,151,151,2,2,0
260,0,4,-2711,-2711,-17,-17,0
260,0,5,-1958,-1958,-17,-17,0
260,0,6,1345,1345,127,127,0
260,0,7,853,853,90,90,0
260,0,8,676,676,68,68,0
260,0,9,94,94,-5,-5,0
260,0,10,517,517,48,48,0
260,0,11,-830,-830,-17,-17,0
260,0,12,-2192,-2192,-17,-17,0
260,0,13,16,16,-15,-15,0
260,0,14,1804,1804,127,127,0
260,0,15,1957,1957,127,127,0
260,1,0,178,178,18,18,0
260,1,1,277,277,24,24,0
260,1,2,-170,-170,-4,-4,0
260,1,3,-97,-97,1,1,0
261,0,0,920,920,98,98,0
261,0,1,402,402,33,33,0
261,0,2,1024,1024,111,111,0
261,0,3,-709,-709,-17,-17,0
261,0,4,-1947,-1947,-17,-17,0
261,0,5,100,100,-4,-4,0
261,0,6,-1498,-1498,-17,-17,0
261,0,7,2184,2184,127,127,0
261,0,8,991,991,107,107,0
261,0,9,308,308,22,22,0
261,0,10,585,585,56,56,0
261,0,11,-1988,-1988,-17,-17,0
261,0,12,-1996,-1996,-17,-17,0
261,0,13,1431,1431,127,127,0
261,0,14,133,133,0,0,0
261,0,15,1205,1205,127,127,0
261,1,0,443,443,35,35,0
261,1,1,2080,2080,127,127,0
261,1,2,1793,1793,119,119,0
261,1,3,-106,-106,0,0,0
